ID;Country;Latitude;Longitude;Page;Battle;Year;Participants;War;Winner;Loser;Participant 1;Participant 2;Lehmann Zhukov Scale;Theatre;Polygon;Massacre;Alternative Sources Consulted;Infered Scale;Minor
Plevna (3rd)1877;Bulgaria;43.4170423;24.6066847;803;Plevna (3rd);1877;['Russo', 'Russian', 'Turks', 'Russian', 'Osman', 'Russian', 'Osman'];Russo-Turkish War;Russia, Romania;Ottoman Empire;;;3;Land;;No;"Encyclopedia of Warfare, Showalter, 2014, p596; Clodfelter, Warfare and Armed Conflict, p195";;
Ploesti1943;Romania;44.936664;26.0128616;803;Ploesti;1943;['Ploesti', 'Romania', 'North Africa', 'American'];World War II;Germany, Romania;United States;;;1;Air;;No;Clodfelter, Warfare and Armed Conflict, p490;;
Plotchnik1387;Serbia;43.2040013;21.3443106;804;Plotchnik;1387;['Balkans', 'Ottoman', 'Serbia', 'Turkish', 'Nish', 'Serbia'];Ottoman Conquest of the Balkans;Serbia, Bosnia;Ottoman Empire;;;;Land;;No;;;
Plovdiv1878;Bulgaria;42.1354079;24.7452904;804;Plovdiv;1878;['Russo', 'Russian', 'Plovdiv', 'Turkish', 'Turkish', 'Turkey'];Russo-Turkish War;Russia;Turkey;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p597;;
Plowce1331;Poland;52.6127054;18.6356488;804;Plowce;1331;['Teutonic', 'Teutonic', 'Pomerania', 'Estonia', 'Poland', 'Lithuania'];Wars of the Teutonic Knights;Poland;Teutonic Knights;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p244;;
Plum Creek, Nebraska1867;United States;41.0900339;-97.1160344;804;Plum Creek, Nebraska;1867;['Plum Creek', 'Lexington', 'Indians'];Cheyenne-Arapaho Indian War;United States, Pawnee Indians;Cheyenne Indians;;;1;Land;;Battle followed by massacre;;1;1
Plum Creek, Texas1840;United States;31.5982276;-95.9942738;804;Plum Creek, Texas;1840;['Plum Creek', 'Texas', 'Comanche', 'Indian', 'Victoria', 'Linnville', 'Texas', 'Lockhart', 'San       Antonio', 'Colorado'];Comanche Indian Wars;Texas;Comanche Indians;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p265;;1
Plymouth, England1652;United Kingdom;50.3754565;-4.1426565;804;Plymouth, England;1652;['England', 'Dutch', 'English', 'Dutch'];1st Dutch War;Netherlands;England;;;;Sea;;No;;;
Plymouth, North Carolina1864;United States;35.8549484;-76.785323;804;Plymouth, North Carolina;1864;['North Carolina', 'North Carolina', 'Plymouth'];American Civil War;Confederate States of America;United States;;;;Land;;No;;;
Po Valley1945;Italy;44.9999991;10.4912452;815;Po Valley;1945;['Italy', 'Bologna', 'American', 'Venice', 'German', 'Italy'];World War II;United Kingdom, United States;Germany;;;5;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p822;;
Podgoritza1712;Montenegro;42.4304196;19.2593642;805;Podgoritza;1712;['Montenegro', 'Montenegro', 'Montenegro', 'Turkey'];Ottoman Invasion of Montenegro;Montenegro;Ottoman Empire;;;;Land;;No;;;
Podhajce1667;Ukraine;49.2744124;25.1313297;805;Podhajce;1667;['Russo', 'Poland', 'Moscow', 'Russian', 'Piotr', 'Ukraine', 'Polish', 'Polish'];Russo-Polish Wars;Poland;Cossacks, Crimean Tatar Khanate;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p301;;
Podol1866;Czechia;50.5712944;15.0611423;805;Podol;1866;['Austrian', 'Prussian', 'Turnau', 'Podol', 'Austrians'];Seven Weeks War;Prussia;Austria;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p183;;
Poelcappelle1917;Belgium;50.9176532;2.9565978;805;Poelcappelle;1917;['Poelcappelle', 'Australians', 'British'];World War I;Germany;Australia, United Kingdom;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p400;;
Poggibonzi1479;Italy;43.4725646;11.146754;805;Poggibonzi;1479;['Naples', 'Tuscany', 'Florentines', 'Siena', 'Poggibonzi'];Florentine-Neapolitan War;Naples, Siena, Calabria;Florence;;;;Land;;No;;;
Point Pelee1763;United States;41.962776;-82.5206287;805;Point Pelee;1763;['Detroit', 'Ottawa', 'Fort Niagara', 'Point Pelee', 'Niagara'];Pontiacs War;Ottawa Indians;United Kingdom;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p123;;1
Point Pleasant1774;United States;38.8393157;-82.1429478;805;Point Pleasant;1774;['Indian', 'Virginian', 'Kentucky', 'Ohio', 'Shaw-', 'Gwynn Island'];Dunmore's War;Virginia;Pawnee Indians;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p476;;1
Poison Spring1864;United States;33.6387678;-93.0063858;806;Poison Spring;1864;['Arkansas', 'Camden', 'Camden'];American Civil War;Confederate States of America;United States;;;1;Land;;Battle followed by massacre;Clodfelter, Warfare and Armed Conflict, p290;;
Poitiers1356;France;46.5055454;0.3841031;806;Poitiers;1356;['Breton', 'England', 'France', 'France', 'England', 'French'];Hundred Years War;England;France;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p276;;
Poitiers1569;France;46.580224;0.340375;806;Poitiers;1569;['German', 'Catholic', 'Moncontour'];3rd French War of Religion;French Catholics;French Protestants;;;;Land;;No;;;
Pol de Leon1346;France;48.6620661;-3.9924156;884;Pol de Leon;1346;['the Dukedom of Brittany', 'French', 'Blois'];Hundred Years War;England;France;;;;Land;;No;;;
Poland1939;Poland;51.919438;19.145136;806;Poland;1939;['Poland', 'German', 'Poland', 'Polish'];World War II;Germany;Poland;;;6;Land;POL39;No;"Clodfelter, Warfare and Armed Conflict, p435; Chasseaud, Peter, Mapping the Second World War, p22";;
Pollentia402;Italy;44.6884273;7.8884297;806;Pollentia;402;['Roman Empire', 'Pollenza', 'Stilicho', 'Verona'];Goth Invasion of the Roman Empire;Rome;Goths;;;;Land;;No;;;
Pollilore1781;India;12.9706998;79.705191;806;Pollilore;1781;['Mysore', 'India'];2nd British-Mysore War;United Kingdom;Mysore;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p483;;
Polo1899;Philippines;15.0163;120.7307113;806;Polo;1899;['American', 'Manila', 'Caloocan', 'Philippine', 'American', 'Malinta'];Philippine American War;United States;Philippines;;;;Land;;No;;;
Polonka1660;Belarus;53.1451436;25.7200552;806;Polonka;1660;['Russo', 'Poles', 'Vilna', 'Lithuania', 'Polonka', 'Novogrudok'];Russo-Polish War;Poland;Russia;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p374;;
Polotsk (1st)1812;Belarus;55.4831573;28.7990619;807;Polotsk (1st);1812;['Napoleonic', 'Russian', 'Russia', 'Polotsk', 'Prince Ludwig Wittgenstein', 'Bavarian', 'Russians', 'French'];Napoleonic Wars;France, Bavaria;Russia;;;3;Land;;No;The Field and the Forge, Landers, p392;;
Polotsk (2nd)1812;Belarus;55.4831573;28.7990619;807;Polotsk (2nd);1812;['Napoleonic', 'Russian', 'Moscow'];Napoleonic Wars;Russia;France, Bavaria;;;3;Land;;No;The Field and the Forge, Landers, p392;;
Polotsk1563;Belarus;55.4831573;28.7990619;807;Polotsk;1563;['Poland', 'Russia', 'Lithuanian', 'Moscow'];Livonian War;Russia;Poland-Lithuania;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p22;;
Polotsk1579;Belarus;55.4831573;28.7990619;807;Polotsk;1579;['Russia', 'Poland', 'Russia', 'Polotsk'];Livonian War;Poland;Russia;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p22;;
Poltava1658;Ukraine;49.588267;34.5514169;807;Poltava;1658;['Russo', 'Ukraine', 'Poltava'];Russo-Polish Wars;Anti-Russian Cossacks;Pro-Russian Cossacks;;;;Land;;Battle followed by massacre;;;
Poltava1709;Ukraine;49.588267;34.5514169;807;Poltava;1709;['Russia', 'Sweden', 'Poltava', 'Russian', 'Swedes', 'Turkish'];2nd Great Northern War;Russia;Sweden;;;3;Land;;No;The Field and the Forge, Landers, p388;;
Polygon Wood1917;France;50.8522905;2.9839605;807;Polygon Wood;1917;['German'];World War I;United Kingdom;Germany;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p400;1;
Pombal1811;Portugal;39.9167748;-8.6321415;807;Pombal;1811;['Napoleonic', 'French', 'Portugal', 'Wellington', 'Pombal'];Napoleonic Wars;King's German Legion;France;;;;Land;;No;;;
Pompeii-89;Italy;40.7461572;14.4989344;808;Pompeii;-89;['Samnite', 'Italy', 'Roman', 'Asculum', 'Samnite'];Roman Social War;Rome;Marsi, Samnites;;;;Land;;No;;;
Poncha Pass1855;United States;38.4222195;-106.0957163;808;Poncha Pass;1855;['Fort Union', 'Poncha', 'Salida', 'Indian'];Ute Indian Wars;United States;Ute Indians;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p266;;1
Ponda1675;India;15.3991304;74.0123851;808;Ponda;1675;['Indias', 'Ponda', 'Goa', 'Bijapur'];Bijapur-Maratha Wars;Marathas;Bijapur;;;;Land;;Battle followed by massacre;;;
Pondicherry1748;India;11.9415915;79.8083133;808;Pondicherry;1748;['British', 'European', 'Indian', 'French', 'British'];1st Carnatic War;France;United Kingdom;;;2;Land;;No;Harbottle's Dictionary of Battles, George Bruce, 1979, p202;;
Pondicherry1759;India;11.9415915;79.8083133;808;Pondicherry;1759;['India', 'French', 'British', 'India', 'French'];Seven Years War;United Kingdom;France;;;2;Sea;;No;"Harbottle's Dictionary of Battles, George Bruce, 1979, p202; Clodfelter, Warfare and Armed Conflict, p85. 11 French ships of the line and 2 frigates vs 9 British ships of the line and 1 frigate";1;
Pondicherry1760-1761;India;11.9415915;79.8083133;808;Pondicherry;1760-1761;['India', 'France', 'Britain', 'India', 'French', 'India'];Seven Years War;United Kingdom;France;;;2;Land;;No;"Encyclopedia of Warfare, Showalter, 2014, p438; Clodfelter, Warfare and Armed Conflict, p85";;
Pondicherry1778;India;11.9415915;79.8083133;808;Pondicherry;1778;['British', 'French', 'India', 'French'];War of the American Revolution;United Kingdom;France;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p112;;
Pont de Gravereau1793;France;46.7499973;-1.0961629;809;Pont de Gravereau;1793;['French', 'France', 'Royalist', 'Republican'];French Revolutionary Wars (Vendee War);Vendeen Rebels;France;;;;Land;;No;;;
Pont-a-Chin1794;Belgium;50.64402;3.34469;808;Pont-a-Chin;1794;['French', 'Austrian', 'Tourcoing', 'Belgium', 'Lille', 'British', 'French'];French Revolutionary Wars (1st Coalition);Draw;;United Kingdom, Austria, Hanover;France;;Land;;No;;;
Pontarlier1871;France;46.9041039;6.354242;809;Pontarlier;1871;['French', 'Belfort', 'Hericourt', 'Switzerland'];Franco-Prussian War;Prussia;France;;;3;Land;;No;;;
Ponte Nuovo1768;France;42.4844269;9.2726852;Clodfelter, p86;Ponte Nuovo;;;French Conquest of Corsica;France;Corsican Rebels;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p86;;
Pontesbury661;United Kingdom;52.650156;-2.883185;809;Pontesbury;661;['Anglo'];Anglo-Saxon Territorial War;Mercia;Wessex;;;;Land;;No;;;
Pontevert-57;France;49.5649922;4.5018259;Harbottle's, p203;Pontevert;-57;;Rome's Later Gallic Wars;Rome;Suevi;;;4;Land;;No;Harbottle's Dictionary of Battles, George Bruce, 1979, p203;;
Pontoise1441;France;49.050966;2.100645;809;Pontoise;1441;['French', 'Paris'];Hundred Years War;France;England;;;;Land;;No;;;
Ponts-de-Ce1620;France;47.424616;-0.524654;809;Ponts-de-Ce;1620;['French', 'France', 'Queen', 'Queens', 'Royal'];French Civil War;King Louis XIII;Queen Mother Marie de Medici;;;;Land;;No;;;
Pontvallain1370;France;47.751156;0.192151;809;Pontvallain;1370;['France', 'English', 'Brittany'];Hundred Years War;France;England;;;;Land;;No;;;
Poona1663;India;18.5204303;73.8567437;809;Poona;1663;['Mughal', 'India', 'Bapuji', 'Poona'];Mughal-Maratha Wars;Marathas;Mughal Empire;;;1;Land;;No;;;1
Poona1780;India;18.5204303;73.8567437;Clodfelter, p112;Poona;1780;;1st British-Mysore War;Marathas;United Kingdom;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p112;;
Poona1802;India;18.5204303;73.8567437;810;Poona;1802;['Poona', 'British', 'Holkar', 'Uri', 'Pakistan', 'Indian'];Maratha Territorial Wars;Indore;Gwalior, Peshwa;;;;Land;;No;;;
Poonch1947;India;33.6460428;74.0030972;810;Poonch;1947;[];1st Indo-Pakistan War;India;Pro-Pakistan Tribesmen;;;;Land;;No;;;
Poplar Grove1900;South Africa;-29.0889849;25.350236;810;Poplar Grove;1900;['Paardeberg', 'British'];2nd Anglo-Boer War;United Kingdom, Australia;Transvaal, Orange Free State;;;3;Land;;No;"Encyclopedia of Warfare, Showalter, 2014, p720; Boer War, Pakenham, Chapter 31";;
Poplar Springs Church1864;United States;38.0183034;-78.4332696;810;Poplar Springs Church;1864;['Virginia'];American Civil War;United States;Confederate States of America;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p289;1;
Porici1420;Czechia;49.7826132;14.4732268;810;Porici;1420;['Hungary', 'Bohemia', 'Prague', 'Prague'];Hussite Wars;Hussites;Habsburg Empire;;;;Land;;No;;;
Pork Chop Hill1953;Korea;38.0003642;127.1103363;810;Pork Chop Hill;1953;['Chinese'];Korean War;China;United States;;;1;Land;;No;"Clodfelter, Warfare and Armed Conflict, p662; For location (relative to Old Baldy) - https://history.army.mil/books/korea/truce/map4.gif";1;
Pornic1793;France;47.115491;-2.104444;810;Pornic;1793;['French', 'France', 'Pornic', 'Pornic'];French Revolutionary War (Vendee War);France;Vendeen Rebels;;;;Land;;No;;;
Port Arthur1894;China;38.783333;121.25;810;Port Arthur;1894;['Sino-Japanese', 'Japanese', 'Korea', 'China', 'Jinzhou', 'Lushun', 'Manchuria'];Sino-Japanese War;Japan;China;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p729;;
Port Arthur1904;China;38.783333;121.25;811;Port Arthur;1904;['Japanese'];Russo-Japanese War;Japan;Russia;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p739;;
Port Gibson1863;United States;31.9495677;-91.0347292;811;Port Gibson;1863;['Confederate Vicksburg', 'Mississippi', 'Pierre Bayou', 'Mississippi', 'Vicksburg'];American Civil War;United States;Confederate States of America;;;3;Land;;No;https://www.battlefields.org/learn/civil-war/battles/port-gibson;;
Port Harcourt1968;Nigeria;4.815554;7.0498442;811;Port Harcourt;1968;['Onitsha', 'Nigerian'];Biafran War;Nigeria;Biafran Rebels;;;1;Land;;No;;1;1
Port Hudson1863;United States;30.6915855;-91.2812522;811;Port Hudson;1863;['American', 'Mississippi', 'Baton Rouge', 'Vicksburg'];American Civil War;United States;Confederate States of America;;;3;Land;;No;https://www.battlefields.org/learn/civil-war/battles/port-hudson;;
Port Mahon1756;France;39.9121302;4.121076;812;Port Mahon;1756;['France', 'Minorca', 'British', 'Minorca'];Seven Years War;France;United Kingdom;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p83;;
Port Republic1862;United States;38.2962557;-78.8193351;813;Port Republic;1862;['Port Republic', 'American', 'Port Republic'];American Civil War;Confederate States of America;United States;;;2;Land;;No;Harbottle's Dictionary of Battles, George Bruce, 1979, p204;;
Port Royal, Nova Scotia1614;Canada;44.7169554;-65.6123788;813;Port Royal, Nova Scotia;1614;['French', 'British', 'Virginia', 'French'];Anglo-French Wars in North America;England;France;;;;Land and Sea;;Battle followed by massacre;;;
Port Royal, Nova Scotia1690;Canada;44.7169554;-65.6123788;813;Port Royal, Nova Scotia;1690;['American', 'Acadia', 'France'];King William's War;England;France;;;1;Land and Sea;;No;Clodfelter, Warfare and Armed Conflict, p66;;1
Port Royal, Nova Scotia1704;Canada;44.7169554;-65.6123788;813;Port Royal, Nova Scotia;1704;['American', 'French', 'Acadia', 'French'];Queen Anne's War;France;Massachussetts;;;1;Land and Sea;;No;Clodfelter, Warfare and Armed Conflict, p118;;
Port Royal, Nova Scotia1710;Canada;44.7169554;-65.6123788;813;Port Royal, Nova Scotia;1710;['France', 'Acadia', 'British'];Queen Anne's War;United Kingdom;France;;;1;Land and Sea;;No;Clodfelter, Warfare and Armed Conflict, p118;;
Port Said1956;Egypt;31.2386733;32.2501499;814;Port Said;1956;['Egypt', 'Anglo-French', 'Egyptians', 'American'];Suez Crisis;United Kingdom, France;Egypt;;;3;Land and Sea;;No;Clodfelter, Warfare and Armed Conflict, p573;;
Port Walthall Junction1864;United States;37.3195562;-77.3623614;814;Port Walthall Junction;1864;['American', 'Petersburg'];American Civil War;Confederate States of America;United States;;;;Land;;No;;;
Port-au-Prince1803;Haiti;18.594395;-72.3074326;811;Port-au-Prince;1803;['French', 'Santo', 'British', 'French'];Napoleonic Wars;Haitian Rebels;France;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p141;1;
Portela982;Spain;43.0806797;-7.7898963;811;Portela;982;['Leonese', 'Muslims', 'Rueda', 'Monterroso', 'Bermudo'];War of Leonese Succession;Draw;;Leon;Rebel Leonese Nobles;;Land;;No;;;
Portland, Dorset1653;United Kingdom;50.2318504;-2.3157687;811;Portland, Dorset;1653;['Portland', 'Dutch', 'Portland', 'Blake', 'Dutch'];1st Dutch War;England;Netherlands;;;;Sea;;No;;;
Portland, Maine1813;United States;43.6224869;-70.0547227;812;Portland, Maine;1813;['Portland', 'Maine', 'American', 'British', 'Portland', 'Maine', 'British'];War of 1812;United States;United Kingdom;;;1;Sea;;No;Clodfelter, Warfare and Armed Conflict, p244;1;1
Porto Bello1668;Panama;9.549641;-79.657917;812;Porto Bello;1668;['Morgans', 'Panama', 'England', 'Spain', 'Cuba', 'Spanish'];Morgan's Raid on Panama;England;Spain;;;1;Land and Sea;;No;Clodfelter, Warfare and Armed Conflict, p65;;
Porto Bello1739;Panama;41.1579438;-8.6291053;812;Porto Bello;1739;['Spanish', 'Panama', 'Cartagena', 'Colombia'];War of the Austrian Succession;United Kingdom;Spain;;;1;Sea;;No;Clodfelter, Warfare and Armed Conflict, p77. Six British warships;1;
Porto Calvo1635;Brazil;-9.1205265;-35.3820982;812;Porto Calvo;1635;['Dutch', 'Portuguese', 'Brazil', 'Dutch', 'Portuguese', 'Fort Nazare', 'Portuguese', 'Dutch'];Dutch-Portuguese Colonial Wars;Portugal;Netherlands;;;;Land;;No;;;
Porto Calvo1637;Brazil;-9.1205265;-35.3820982;812;Porto Calvo;1637;['Dutch', 'Dutch', 'Nassau', 'Brazil', 'Portuguese', 'Indian', 'Italian'];Dutch-Portuguese Colonial Wars;Netherlands;Portugal;;;1;Land and Sea;;No;;;
Porto Farina1665;Tunisia;37.169567;10.1790905;812;Porto Farina;1665;['Bizerta', 'English', 'Genoese'];Corsair Wars;England;Barbary Pirates;;;;Land and Sea;;No;;;
Porto Longoni1646;Italy;42.776894;10.3698233;812;Porto Longoni;1646;[];Franco-Habsburg War;France;Papal States;;;;Land;;No;;;
Porto Novo1781;India;11.5055383;79.738867;813;Porto Novo;1781;['Mysore', 'India', 'Mysorean', 'British'];2nd British-Mysore War;United Kingdom;Mysore;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p483;;
Porto Praya1781;Portugal;14.9365278;-23.5417492;813;Porto Praya;1781;['American', 'British', 'French', 'French', 'Portuguese', 'British', 'India', 'Sadras'];War of the American Revolution;France;United Kingdom;;;2;Sea;;No;Clodfelter, Warfare and Armed Conflict, p132;1;
Portugalete1812;Spain;43.3182479;-3.0211969;814;Portugalete;1812;['British', 'Spain', 'Spanish'];Napoleonic Wars;France;United Kingdom, Spain;;;;Land and Sea;;No;;;
Porvoo1918;Finland;60.3931919;25.6652739;814;Porvoo;1918;['Porvoo'];Finnish War of Independence;Finnish Communists;Finnish Anti-Communists;;;;Land;;No;;;
Posadas1832;Mexico;19.0722325;-98.2293724;814;Posadas;1832;['Mexican', 'Bustamente', 'Santa'];Mexican Civil War;Mexican Rebels;Mexican Government;;;;Land;;No;;;
Poson863;Turkey;41.1674232;34.6188409;814;Poson;863;['Byzantine-Muslim', 'Asia Minor', 'Byzantine'];Byzantine-Muslim Wars;Byzantium;Omar of Melitene;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p171. For location, George Huxley, Emperor Michael III and the Battle of Bishop's Meadow;;
Potidaea-356;Greece;40.1938829;23.3300546;814;Potidaea;-356;['Athens', 'Macedon', 'Pydna'];1st Greek Social War;Macedon, Olinthia;Athens, Potidaea;;;;Land;;Battle followed by massacre;;;
Potidaea-432;Greece;40.1938829;23.3300546;814;Potidaea;-432;['Corinthian', 'Athens', 'Peloponnesian', 'Athenian'];Great Peloponnesian War;Athens;Potidaea, Peloponnesian Volunteers;;;;Land;;No;;;
Potonchan1519;Mexico;18.832115;-91.6547635;Clodfelter, p31;Potonchan;1519;;Spanish Conquest of Mexico;Spain;Chontal Mayans;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p31;;
Potrerillos1817;Argentina;-32.9507408;-69.2056274;815;Potrerillos;1817;['Uspallata', 'Mendoza', 'Miguel', 'Chile'];Chilean War of Independence;Chilean Rebels;Spain;;;;Land;;No;;;
Potrero Obella1867;Paraguay;-27.129368;-58.6101586;815;Potrero Obella;1867;['Marquis', 'Paraguayan', 'Tuyuti'];War of the Triple Alliance;Brazil;Paraguay;;;1;Land;;No;;;
Potsdam1806;Germany;52.3905689;13.0644729;815;Potsdam;1806;['Napoleonic', 'Prussian', 'Berlin', 'Jena'];Napoleonic Wars (4th Coalition);France;Prussia;;;;Land;;No;;;
Poutoko1863;New Zealand;-39.057778;174.074167;815;Poutoko;1863;['Katikara', 'Poutoko', 'British', 'Victoria', 'Crosses'];2nd New Zealand War;United Kingdom;Maoris;;;1;Land;;No;;1;
Powder1865;United States;45.3897076;-106.1908916;815;Powder;1865;['Montana', 'Indians'];Cheyenne-Arapaho War;United States, Pawnee Scouts;Cheyenne Indians;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p269;;
Powder1876;United States;45.3897076;-106.1908916;815;Powder;1876;['Indian'];Sioux Indians;Draw;;Sioux Indians, Cheyenne Indians;United States;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p260;;1
Powick Bridge1642;United Kingdom;52.163246;-2.245509;816;Powick Bridge;1642;['British', 'London'];British Civil Wars;Royalists;Parliamentarians;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p386;;
Poyang Lake1363;China;29.1253133;116.2777073;816;Poyang Lake;1363;['Han', 'Nanchang', 'Han', 'Wuchang'];Rise of the Ming Dynasty;Ming;Han;;;4;Sea;;No;Encyclopedia of Warfare, Showalter, 2014, p199;;
Poza de las Carmelos1832;Mexico;22.1942304;-101.0552426;816;Poza de las Carmelos;1832;['Mexican', 'San Luis Potosi'];Mexican Civil War;Mexican Rebels;Mexican Government;;;;Land;;No;;;
Poza1813;Spain;42.6657196;-3.5016882;816;Poza;1813;['French', 'Spanish', 'Spanish'];Napoleonic Wars;France;Spain;;;;Land;;No;;;
Pozieres1916;France;50.040206;2.724686;816;Pozieres;1916;['Australians', 'Pozieres Village'];World War I;United Kingdom, Australia;Germany;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p398;;
Poznan1704;Poland;52.406374;16.9251681;Showalter, p416;Poznan;1704;;2nd Great Northern War;Sweden;Saxony, Poland;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p416;;
Poznan1945;Poland;52.406374;16.9251681;816;Poznan;1945;['Soviet', 'Zhukov', 'Poland', 'German', 'Poznan', 'Poznan'];World War II;USSR;Germany;;;3;Land;;No;;;
Pozo Almonte1891;Chile;-20.266667;-69.8;816;Pozo Almonte;1891;['San Francisco', 'Huara', 'Pozo Almonte', 'Chile', 'Concon'];Chilean Civil War;Chilean Congressists;Chilean Presidentialists;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p326;;
Praga1794;Poland;52.25198;21.05083;816;Praga;1794;[];War of the 2nd Polish Partition;Russia;Poland;;;3;Land;;Battle followed by massacre;Encyclopedia of Warfare, Showalter, 2014, p502;;
Praga1831;Poland;52.25198;21.05083;817;Praga;1831;['Polish', 'Poland', 'Russian', 'Grochow', 'Warsaw', 'Praga', 'Poles'];Polish Rebellion;Polish Rebels;Russia;;;;Land;;No;;;
Prague1648;Czechia;50.0755381;14.4378005;817;Prague;1648;['Swedish', 'Bohemia', 'Prague', 'Konigsmarck'];Thirty Years War;Sweden;Habsburg Empire;;;;Land;;No;;;
Prague1742;Czechia;50.0755381;14.4378005;Showalter, p430;Prague;1742;;War of the Austrian Succession;Habsburg Empire;France;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p430;;
Prague1744;Czechia;50.0755381;14.4378005;817;Prague;1744;['Prussia', 'Bohemia', 'Prague'];War of the Austrian Succession;Prussia;Habsburg Empire;;;3;Land;;No;The Field and the Forge, Landers, p400;;
Prague1757;Czechia;50.0755381;14.4378005;817;Prague;1757;['Prussia', 'Bohemia', 'Prague', 'Prussian', 'Austrians', 'Prague', 'Kolin'];Seven Years War;Prussia;Habsburg Empire;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p440;;
Prague1945;Czechia;50.0755381;14.4378005;817;Prague;1945;['Vienna', 'Czechoslovakia', 'Prague', 'Soviet'];World War II;USSR;Germany;;;6;Land;;No;Clodfelter, Warfare and Armed Conflict, p463;;
Praia Bay1828;Portugal;38.733333;-27.066389;817;Praia Bay;1828;['Portugal'];Miguelite Wars;Queen Maria de Gloria;Don Miguel;;;;Land;;No;;;
Prairie d'Ane1864;United States;33.8078189;-93.4125941;817;Prairie d'Ane;1864;['American', 'Little Rock', 'Arkansas', 'Steele', 'Camden'];American Civil War;United States;Confederate States of America;;;;Land;;No;https://www.battlefields.org/learn/civil-war/battles/prairie-dane;;
Prairie Dog Creek1860;United States;39.7528264;-100.1760665;818;Prairie Dog Creek;1860;['Indian', 'Fort Cobb', 'Indians', 'Kansas'];Comanche Indian Wars;United States;Comanche Indians, Kiowa Indians;;;;Land;;No;;;
Prairie du Chien1814;United States;43.0461397;-91.1673109;818;Prairie du Chien;1814;['Missouri', 'British', 'Wisconsin', 'Indians', 'American', 'Rapids'];War of 1812;United Kingdom;United States;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p573;;
Prairie Grove1862;United States;35.9825687;-94.3307797;818;Prairie Grove;1862;['Arkansas', 'Fayetteville', 'Missouri'];American Civil War;United States;Confederate States of America;;;2;Land;;No;https://www.battlefields.org/learn/civil-war/battles/prairie-grove;;
Pratabgarh1659;India;18.2099131;73.3343341;818;Pratabgarh;1659;['Pratabgarh', 'Muslim', 'Bijapur', 'Bijapur', 'Satara'];Bijapur-Maratha Wars;Marathas;Bijapur;;;;Land;;No;;;
Prenzlau1806;Germany;53.3173433;13.8633409;818;Prenzlau;1806;['Napoleonic', 'Prussian', 'Germany', 'Jena', 'Potsdam', 'French', 'Prussians'];Napoleonic Wars (4th Coalition);France;Prussia;;;2;Land;;No;;1;
Pressburg907;Slovakia;48.1485965;17.1077478;818;Pressburg;907;['Germany', 'Bavaria', 'Magyar', 'Hungary', 'King of Germany'];Magyar Invasion of Germany;Magyars;Germany;;;;Land;;No;;;
Preston1648;United Kingdom;53.763201;-2.70309;818;Preston;1648;['British', 'Scottish', 'England'];British Civil Wars;Parliamentarians;Royalists;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p399;;
Preston1715;United Kingdom;53.763201;-2.70309;818;Preston;1715;['English'];Jacobite Rebellion (the 15);Hanoverians;Jacobites;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p411;;
