ID;Country;Latitude;Longitude;Page;Battle;Year;Participants;War;Winner;Loser;Participant 1;Participant 2;Lehmann Zhukov Scale;Theatre;Polygon;Massacre;Alternative Sources Consulted;Infered Scale;Minor
Kerulen1409;China;48.8000133;116.9912452;521;Kerulen;1409;['Nanjing', 'China', 'Mongolia'];Ming Imperial Wars;Mongols;Ming China;;;3;Land;;No;;;
Kesseldorf1745;Germany;51.0407052;13.4799532;521;Kesseldorf;1745;['Prussia', 'Prussians', 'Dresden'];War of the Austrian Succession;Prussia;Saxony;;;3;Land;;No;The Field and the Forge, Landers, p389;;
Kettle Creek1779;United States;33.728369;-82.9367349;522;Kettle Creek;1779;['Britains', 'North Carolina Tory', 'Georgia'];War of the American Revolution;United States;Loyalist Militia;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p463;;
Kettle Run1862;United States;38.7253163;-77.6914849;522;Kettle Run;1862;['Virginia'];American Civil War;Confederate States of America;United States;;;;Land;;No;;;
Keyes Raid1941;Libya;32.9019792;21.9675889;522;Keyes Raid;1941;['Northern Africa', 'British', 'Sidi', 'Rommels', 'Appolonia', 'Tripolitania', 'Italy'];World War II;Germany;United Kingdom;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p444;;1
Khabar1107;Iraq;36.8909232;43.2628746;522;Khabar;1107;['Khabar', 'Muslim', 'Christian', 'Anatolia'];Crusader-Muslim Wars;Aleppo;Sultanate of Rum;;;;Land;;No;;;
Khafji1991;Saudi Arabia;28.4256618;48.4887224;522;Khafji;1991;['Iraqs', 'Saudi Arabia', 'American', 'Saudi', 'Qatari', 'Iraqis', 'Americans', 'Arabs'];1st Gulf War;United States, Saudi Arabia, Qatar;Iraq;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p911;;
Khajwa1659;India;25.9818441;80.5872786;522;Khajwa;1659;['Bahadurpur', 'Fatehpur'];War of the Mughal Princes;Aurangzeb;Shuja;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p304;;
Khajwa1857;India;24.9175215;79.9269656;522;Khajwa;1857;['Indian', 'Fatehpur'];Indian Mutiny;United Kingdom;Indian Rebels;;;1;Land;;No;;;
Khalakhaljit1203;Mongolia;48.688583;115.6643101;523;Khalakhaljit;1203;['Mongolia', 'Ong', 'Temujins', 'Ong Khans', 'Temujin'];Conquests of Genghis Khan;Kerait;Mongols;;;;Land;;No;;;
Khalkan Gol1939;Russia;47.6975071;118.6138289;523;Khalkan Gol;1939;['Russo-Japanese', 'Russia', 'Japanese', 'Nomonhan', 'Mongolian', 'Russian', 'Tokyo'];Russo-Japanese Border Wars;USSR;Japan;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p800;;
Khalule-691;Syria;32.3177546;35.5577463;523;Khalule;-691;['Assyrian', 'Assyrian', 'Khalule'];Assyrian Wars;Assyria;Babylon, Elam;;;;Land;;No;;;
Khambula1879;South Africa;-27.6747935;30.7156493;523;Khambula;1879;['British', 'Zululand', 'Khambula', 'Zulus'];Anglo-Zulu War;United Kingdom;Zulu Kingdom;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p207;;
Khan Baghdadi1918;Iraq;33.8779758;42.5080989;523;Khan Baghdadi;1918;['Ramadi', 'Anglo-Indian', 'Baghdad', 'Turkish'];World War I;United Kingdom;Ottoman Empire;;;2;Land;;No;;1;
Khandesh752;India;21.1444515;74.0654889;523;Khandesh;752;['Indian', 'Indian Kingdom', 'Chalukya', 'Khandesh', 'Chalukya', 'Deccan'];Indian Dynastic Wars;Rashtrakuta;Chalukya;;;;Land;;No;;;
Khangai1204;Mongolia;47.1979811;102.7922911;523;Khangai;1204;['Tayang', 'Mongolia', 'Naiman', 'Kuchlug', 'Temujin'];Conquests of Genghis Khan;Mongols;Naiman;;;;Land;;No;;;
Khania1645;Greece;35.5138298;24.0180367;523;Khania;1645;['Venetian', 'Venetian', 'Khania', 'Khania', 'Turks', 'Candia', 'Venetian', 'Khania'];Venetian-Turkish Wars;Ottoman Empire;Venice;;;3;Land;;No;Harbottle's Dictionary of Battles, George Bruce, 1979, p57;;
Khania1692;Greece;35.5138298;24.0180367;524;Khania;1692;['Venetian', 'Turkish', 'Venice', 'Khania', 'Turkish', 'Maltese', 'Venetian'];Venetian-Turkish Wars;Ottoman Empire;Venice, Papal States;;;;Land and Sea;;No;;;
Khanigalbat-681;Turkey;37.0837529;41.2053993;524;Khanigalbat;-681;['Assyrian', 'Assyria', 'Armenia', 'Sharezer', 'Sennacherib'];Assyrian Wars;Esarhaddon;Sharezer, Adermalik;;;;Land;;No;;;
Khanikin1916;Iraq;34.3542535;45.3839381;524;Khanikin;1916;['Russian', 'Turks', 'Mesopotamia', 'Persia', 'Baghdad', 'Khanikin', 'Russian', 'Turks', 'Baghdad'];World War I;Ottoman Empire;Russia;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p414;1;
Khanua1527;India;27.0459344;77.5447454;524;Khanua;1527;['India', 'Khanua', 'Rajputs'];Mughal Conquest of Northern India;Mughal Empire;Mewar;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p303;;
Kharda1795;India;18.6365798;75.4767099;524;Kharda;1795;['Hyderabad', 'British'];Maratha Territorial Wars;Marathas, Tukaji Hulkar, Berar;Hyderabad;;;4;Land;;No;;;
Kharkov (1st)1943;Ukraine;49.9935;36.230383;524;Kharkov (1st);1943;['Stalingrad'];World War II;Germany;USSR;;;6;Land;;No;Clodfelter, Warfare and Armed Conflict, p456-7;1;
Kharkov (2nd)1943;Ukraine;49.9935;36.230383;524;Kharkov (2nd);1943;['German'];World War II;USSR;Germany;;;6;Land;;No;Clodfelter, Warfare and Armed Conflict, p457;1;
Kharkov1942;Ukraine;49.9935;36.230383;524;Kharkov;1942;['Moscow', 'Russians', 'German'];World War II;Germany;USSR;;;4;Land;;No;Clodfelter, Warfare and Armed Conflict, p466;1;
Khartoum1884;Sudan;15.5006544;32.5598994;NA;Khartoum;1884;[];British-Sudan Wars;Sudanese Mahdists;United Kingdom, Egypt;;;3;Land;;No;"Encyclopedia of Warfare, Showalter, 2014, p709; Besieged, Paul K Davis, p260-261";;
Khaybar628;Saudi Arabia;25.6857666;39.29208;525;Khaybar;628;['Medina', 'Khaybar', 'Jews', 'Jewish'];Campaigns of the Prophet Mohammad;Muslim Ummah;Khaybar;;;;Land;;No;;;
Khe Sanh1967;Vietnam;16.6063053;106.6959458;525;Khe Sanh;1967;['North Vietnamese', 'US', 'Laos'];Vietnman War;United States, South Vietnam;Viet Cong;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p886;;
Khe Sanh1968;Vietnam;16.6217836;106.6959458;526;Khe Sanh;1968;['North Vietnamese', 'America', 'Americans'];Vietnam War;Draw;;United States, South Vietnam;North Vietnam, Viet Cong;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p886;;
Khed1707;India;18.3792071;74.8089552;525;Khed;1707;['Maratha', 'Tarabai', 'Tarabais'];Maratha Civil War;Shahu;Tarabai;;;;Land;;No;;;
Khelna1701;India;22.1882281;87.5136167;525;Khelna;1701;[];Mughal-Maratha Wars;Mughal Empire;Marathas;;;;Land;;No;;;
Khem Karan1965;India;26.0648523;76.4383355;525;Khem Karan;1965;['Indian', 'Pakistani', 'Asal', 'India'];2nd Indo-Pakistani War;Draw;;India;Pakistan;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p889. One Pakistani vs one Indian division;1;
Khenifra1914;Morocco;32.9340471;-5.661571;525;Khenifra;1914;['French', 'North Africa', 'Moha', 'Hammous', 'Khenifra', 'French', 'Moha'];French Colonial Wars in North Africa;France;Zaia;;;2;Land;;No;;;
Kherla1428;India;21.935545;77.9450483;525;Kherla;1428;['Malwa-Bahmani Wars        ', 'Gujarat', 'Bahmani', 'Deogarh'];Malwa-Bahmani Wars;Bahmani Sultanate;Malwa;;;;Land;;No;;;
Khiva1740;Uzbekistan;41.3895075;60.3414529;526;Khiva;1740;['Persian', 'Khorasan', 'Persia', 'Khiva'];Persian-Uzbek Wars;Persia;Uzbekistan;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p115;;
Khiva1873;Uzbekistan;41.3895075;60.3414529;526;Khiva;1873;['Russian', 'Russian', 'Khanate'];Russian Conquest of Central Asia;Russia;Khanate of Bokhara;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p215;;
Khodynka1608;Russia;53.6370113;32.9967317;526;Khodynka;1608;['Russian', 'Troubles', 'Moscow', 'Khodynka', 'Klushino'];Russian Time of Troubles;False Dmitri;Tsar Basil Shuiski;;;;Land;;No;;;
Khoi1584;Iran;38.5534106;44.9396623;526;Khoi;1584;['Turko', 'Azerbaijan', 'Turkish', 'Persian'];Turko-Persian Wars;Persia;Ottoman Empire;;;;Land;;No;;;
Khoi1822;Iran;38.5534106;44.9396623;526;Khoi;1822;['Turko', 'Azerbaijan', 'Turks', 'Khvoy', 'Iran', 'Ottoman'];Turko-Persian War in Azerbaijan;Persia;Ottoman Empire;;;;Land;;No;;;
Khojend1220;Tajikistan;40.2675155;69.6452877;527;Khojend;1220;['Khwarezmian', 'Empire', 'Otrar', 'Tajikistan', 'Khwarezm'];Conquests of Genghis Khan;Mongols;Khwarezm Empire;;;;Land;;No;;;
Khokand1875;Uzbekistan;40.5341079;70.9309024;527;Khokand;1875;['Russian', 'Russian', 'Khokand', 'Makhram', 'Khokand'];Russian Conquest of Central Asia;Russia;Khokand;;;;Land;;No;;;
Khoosh-Ab1857;Iran;29.1838747;51.0922337;527;Khoosh-Ab;1857;['Anglo', 'Herat', 'Afghanistan', 'British', 'Persian', 'Persians'];Anglo-Persian War;United Kingdom;Persia;;;2;Land;;No;"Encyclopedia of Warfare, Showalter, 2014, p659; Clodfelter, Warfare and Armed Conflict, p222";;
Khorramshahr1980;Iran;30.4256219;48.1891185;527;Khorramshahr;1980;['Iraq', 'Iraqi', 'Khorramshahr', 'Khorramshahr', 'Iran'];Iraq-Iran War;Iraq;Iran;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p588;1;
Khorramshahr1982;Iran;30.4256219;48.1891185;527;Khorramshahr;1982;['Iraq', 'Iran', 'Iraqi', 'Iraqi', 'Iran'];Iraq-Iran War;Iran;Iraq;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p588;;
Khost1985;Afghanistan;33.3338472;69.9371673;527;Khost;1985;['Afghan', 'Kabul', 'Mujahaden', 'Khost', 'Pakistan', 'Russian', 'Mujahaden'];Afghan Civil War;USSR;Mujahideen;;;1;Land;;No;;;
Khost1991;Afghanistan;33.3338472;69.9371673;527;Khost;1991;['Afghan', 'Mujahaden', 'Khost', 'Russian', 'Kabul', 'Kabul'];Afghan Civil War;Mujahideen;Afghan Government;;;;Land;;No;;;
Khotin1600;Ukraine;48.5097106;26.4903334;528;Khotin;1600;['Transylvania', 'Moldavia', 'Poland', 'Wallachia', 'Moldavia'];Balkan National Wars;Wallachia;Moldavia;;;;Land;;No;;;
Khotin1621;Ukraine;48.5097106;26.4903334;528;Khotin;1621;['Polish', 'Poles', 'Polish', 'Ukraine', 'Turks'];Polish-Turkish Wars;Poland;Ottoman Empire;;;4;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p297;;
Khotin1673;Ukraine;48.5097106;26.4903334;528;Khotin;1673;['Turkish', 'Ukraine', 'Polish', 'Ukraine', 'Turkish', 'Poland'];Turkish Invasion of the Ukraine;Poland;Ottoman Empire;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p408;;
Khotin1769;Ukraine;48.5097106;26.4903334;528;Khotin;1769;['Russian', 'Turks'];Catherine the Great's 1st Turkish War;Russia;Ottoman Empire;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p92;;
Khotin1788;Ukraine;48.5097106;26.4903334;528;Khotin;1788;['Austrian', 'Turkish', 'Russia', 'Moldavian', 'Jassy', 'Austrians', 'Russian'];Catherine the Great's 2nd Turkish War;Austria, Russia;Turkey;;;;Land;;No;;;
Khujbaz1865;Afghanistan;32.1160808;66.864765;528;Khujbaz;1865;['Afghanistan', 'Kabul'];Later Afghan War of Succession;Sher Ali;Amin Khan, Sharif Khan;;;;Land;;No;;;
Khujbaz1867;Afghanistan;32.1160808;66.864765;528;Khujbaz;1867;['Kabul', 'Kalat', 'Kandahar', 'Herat'];Later Afghan War of Succession;Azim Khan;Sher Ali;;;;Land;;No;;;
Khurd-Kabul1581;Afghanistan;34.3740434;69.3943662;528;Khurd-Kabul;1581;['Punjab', 'Kabul', 'Akbar', 'Afghanistan'];Mughal Wars of Succession;Mughal Empire;Rebel Muhammad Hakim of Kabul;;;;Land;;No;;;
Kiangsi-Fukien1932;China;25.9083928;116.0457157;Clodfelter, p362;Kiangsi-Fukien;1932;;2nd Chinese Revolutionary Civil War;Chinese Communists;Chinese Nationalists;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p362;1;
Kiatkha1921;Russia;50.357366;106.4481433;Clodfelter, p360;Kiatkha;1921;;Russian Civil War;Bolsheviks, Mongolian Nationalists;White Russians, Buryats;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p360;;
Kickapoo Town1838;United States;32.0584983;-95.5222962;529;Kickapoo Town;1838;['Indian', 'Texas', 'Indian', 'Indians'];Kickapoo Indian Wars;Texas;Kickapoo Indians;;;1;Land;;No;;1;
Kidney Ridge1942;Egypt;30.715679;28.8770253;529;Kidney Ridge;1942;['Northern Africa', 'British', 'British', 'Victoria', 'British'];World War II;United Kingdom;Germany;;;;Land;;No;;;
Kiel Bay1715;Germany;54.5200116;10.3979122;Clodfelter, p89;Kiel Bay;1715;;2nd Great Northern War;Denmark;Sweden;;;2;Sea;;No;Clodfelter, Warfare and Armed Conflict, p89;;
Kiemereh1726;Iran;32.6070442;51.524974;529;Kiemereh;1726;['Turko', 'Afghan'];Turko-Persian Wars;Persia;Ottoman Empire;;;3;Land;;No;;;
Kiev1069;Ukraine;50.4501;30.5234;529;Kiev;1069;['Russian', 'Poland'];Russian Dynastic Wars;Prince Izieslav, Poland;Vseslav of Polotsk;;;;Land;;No;;;
Kiev1240;Ukraine;50.4501;30.5234;529;Kiev;1240;['Russia', 'Mongols'];Mongol Conquest of Russia;Mongols;Kiev;;;;Land;;Battle followed by massacre;;;
Kiev1482;Ukraine;50.4501;30.5234;529;Kiev;1482;['Polish', 'Mongols', 'Moscow', 'Polish', 'Ukraine'];Polish Crimean Tatar Wars;Crimean Tatars;Poland;;;;Land;;Battle followed by massacre;;;
Kiev1658;Ukraine;50.4501;30.5234;529;Kiev;1658;['Russo', 'Moscow', 'Danilo', 'Russian'];Russo-Polish Wars;Russia, Kievan Cossacks;Cossacks, Tatars;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p56;;
Kiev1920;Ukraine;50.4501;30.5234;530;Kiev;1920;['Berezina', 'Minsk', 'Polish', 'Soviet', 'Russia'];Russo-Polish War;Poland;USSR;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p345;;
Kiev1941;Ukraine;50.4501;30.5234;530;Kiev;1941;['Smolensk', 'Ukraine', 'Kiev', 'Moscow'];World War II;Germany;USSR;;;5;Land;;No;Encyclopedia of Warfare, Showalter, p810;;
Kiev1943;Ukraine;50.4501;30.5234;530;Kiev;1943;['Soviet', 'Chernigov', 'German', 'Russians'];World War II;USSR;Germany;;;5;Land;;No;Clodfelter, Warfare and Armed Conflict, p457;;
Kila Alladad1867;Afghanistan;35.0155405;69.1186375;530;Kila Alladad;1867;['Afghan', 'Kabul'];Later Afghan War of Succession;Azim Khan;Sher Ali;;;;Land;;No;;;
Kilblain1335;United Kingdom;56.275731;-5.0325852;530;Kilblain;1335;['Anglo', 'Scotland', 'Scottish', 'Atholl', 'Alford', 'Atholl'];Anglo-Scottish War of Succession;Scottish Royalists;Balliol Supporters;;;;Land;;No;;;
Kilcullen1798;Ireland;53.1302865;-6.7452791;530;Kilcullen;1798;['Irish', 'Ireland'];Irish Rebellion;Irish Rebels;United Kingdom;;;1;Land;;No;;;
Kilcumney Hill1798;Ireland;52.6360386;-6.9520892;530;Kilcumney Hill;1798;['Irish', 'Wexford', 'Wexford county'];Irish Rebellion;United Kingdom;Irish Rebels;;;;Land;;Battle followed by massacre;;;
Kili1299;India;28.578761;77.265195;530;Kili;1299;['India', 'Jalandhar'];Mongol Invasions of India;Sultanate of Delhi;Transoxania;;;3;Land;;No;Warfare in pre British India, Kaushik Roy, 2015, p97. Transoxiana had '2-3 Tumens', which is 20-30,000 men;1;
Kilkis1913;Greece;40.9937071;22.8753674;531;Kilkis;1913;['Bulgaria', 'Macedonia', 'Serbs', 'Thessalonica', 'Bulgarians', 'Kresna'];2nd Balkan War;Greece;Bulgaria;;;4;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p749;;
Killala (1st)1798;Ireland;54.2125146;-9.2209999;531;Killala (1st);1798;['French', 'Irish', 'Irish', 'French', 'Ireland', 'French'];French Revolutionary Wars (Irish Rising);Irish Rebels;United Kingdom;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p87;;
Killala (2nd)1798;Ireland;54.2125146;-9.2209999;531;Killala (2nd);1798;['French', 'Irish', 'French', 'British', 'French', 'Killala'];French Revolutionary Wars (Irish Rebels);United Kingdom;Irish Rebels, France;;;;Land;;No;;;
Killdeer Mountain1864;United States;47.4217192;-102.9189688;531;Killdeer Mountain;1864;['Indian', 'North'];Sioux Indian Wars;United States;Sioux Indians;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p606;;
Killiecrankie1689;United Kingdom;56.742149;-3.778932;531;Killiecrankie;1689;['Killiecrankie', 'Pitlochry'];First Jacobite Rebellion;Jacobite Rebels;Williamites;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p409;;
Killough Massacre1838;United States;31.9719282;-95.3231823;531;Killough Massacre;1838;['Mexican', 'Jacksonville', 'Texas', 'Indians'];Kickapoo Indian Wars;Massacre;;United States;Kickapoo Indians;1;Land;;Yes;;1;
Kilmallock1922;Ireland;52.3986564;-8.5709354;531;Kilmallock;1922;['Irish', 'Republicans'];Irish Civil War;Irish Free State;Irish Republicans;;;;Land;;No;;;
Kilometer Seven1932;Paraguay;-22.9988854;-59.9572927;Clodfelter, p383;Kilometer Seven;1932;;Chaco War;Bolivia;Paraguay;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p383;;
Kilsyth1645;United Kingdom;55.979788;-4.056933;532;Kilsyth;1645;['British', 'Alford', 'Irish', 'Covenanter', 'Argyll', 'Edinburgh', 'Scotland'];British Civil Wars;Scottish Royalists, Irish Royalists;Covenanters;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p395;;
Kilwa1505;Tanzania;-8.9658737;39.4883272;532;Kilwa;1505;['Portuguese', 'East Africa', 'East  ', 'Portugal', 'Portuguese', 'Mombasa', 'Arab', 'Mafeking', 'Paarde-'];Portuguese Colonial Wars in East Africa;Portugal;Kilwa Kisiwani;;;;Land and Sea;;Battle followed by massacre;;;
Kimberely1899;South Africa;-28.7282384;24.7499112;532;Kimberely;1899;[];2nd Anglo-Boer War;United Kingdom;Orange Free State;;;2;Land;;No;The Boer War, Thomas Pakenham, 1979, Chapter 16;;
Kinburn1787;Ukraine;46.507555;31.778783;532;Kinburn;1787;['Turkish', 'Russia', 'Kinburn', 'Russian', 'Turks'];Catherine the Great's 2nd Turkish War;Russia;Ottoman Empire;;;1;Land and Sea;;No;Clodfelter, Warfare and Armed Conflict, p94;;
Kinburn1855;Ukraine;46.507555;31.778783;532;Kinburn;1855;['Russian', 'Anglo', 'Odessa'];Crimean War;United Kingdom, France;Russia;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p658;;
Kineyre1848;Pakistan;30.1871558;71.4416443;532;Kineyre;1848;['British', 'Britain', 'Sikhs', 'Punjab', 'Pathan', 'Baluchi', 'Nawab', 'Bhawalpur', 'Multan', 'Dewan', 'Multan'];2nd British Sikh-War;United Kingdom, Pathans, Baluchis, Bhawalpur;Punjab;;;2;Land;;No;Dictionary of Battles, George Bruce, 1979, p131;;
Kings Mountain1780;United States;35.1438801;-81.4486456;532;Kings Mountain;1780;['British', 'South Carolina', 'American'];War of the American Revolution;United States;United Kingdom;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p468;;
Kinsale1601;Ireland;51.7058853;-8.5222327;533;Kinsale;1601;['Blackwater', 'Irish', 'Spanish', 'English', 'Spaniards'];Tyrone Rebellion;England;Irish Rebels, Spain;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p359;;
Kinston1862;United States;35.2626635;-77.5816353;533;Kinston;1862;['American', 'North Carolina', 'New Bern', 'Foster'];American Civil War;United States;Confederate States of America;;;;Land;;No;;;
Kinston1865;United States;35.2626635;-77.5816353;533;Kinston;1865;['American', 'Carolinas', 'New Bern', 'North Carolina', 'Bragg'];American Civil War;United States;Confederate States of America;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p295;;
Kinzan1915;Saudi Arabia;25.3057092;49.5432732;533;Kinzan;1915;['Jirab', 'Riyadh', 'Hofuf', 'Saudis', 'British', 'Turkey'];Saudi-Rashidi Wars;Rashidis;Saudis;;;;Land;;No;;;
Kioge Bay1677;Denmark;55.484287;12.4947093;Clodfelter, p47;Kioge Bay;1677;;Scania War;Denmark;Sweden;;;2;Sea;;No;Clodfelter, Warfare and Armed Conflict, p47;;
Kips Bay1776;United States;40.7406458;-73.9869788;533;Kips Bay;1776;['New York City', 'British', 'Manhattan', 'British', 'Hessian', 'Harlem    Heights'];War of the American Revolution;United Kingdom;United States;;;;Land and Sea;;No;;;
Kirchberg1797;Austria;50.4633013;7.4683036;533;Kirchberg;1797;['French', 'French', 'Austrians', 'Neuwied', 'Austrians', 'Kirchberg'];French Revolutionary Wars (1st Coalition);France;Habsburg Empire;;;;Land;;No;;;
Kirina1235;Mali;12.8651594;-7.5675759;533;Kirina;1235;['West Africa', 'Sosso Empire', 'Koulikoro'];Wars of Sosso;Mali Empire;Sosso Empire;;;;Land;;No;;;
Kirk Kilissa1912;Turkey;41.734722;27.225278;534;Kirk Kilissa;1912;['Thrace', 'Turks', 'Turks', 'Turkish', 'Macedonia', 'Kumanovo'];1st Balkan War;Bulgaria;Ottoman Empire;;;4;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p747;;
Kirkeban1885;Sudan;19.478924;30.5533303;533;Kirkeban;1885;['British', 'Mahdist', 'Kirkeban'];British-Sudan Wars;United Kingdom;Mahdists;;;;Land;;No;;;
Kirkee1817;India;18.5699361;73.848454;534;Kirkee;1817;['India', 'Poona', 'British', 'Poona', 'British'];3rd British-Maratha War;United Kingdom;Marathas;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p483;;
Kirkenes1944;Norway;69.7269192;30.0450432;534;Kirkenes;1944;['German', 'Finland', 'Kirkenes', 'Norway', 'Finns', 'Soviet', 'Germans'];World War II;Finland, USSR;Germany;;;4;Land;;No;Clodfelter, Warfare and Armed Conflict, p462;;
Kirkholm1605;Denmark;56.8497107;24.3417049;534;Kirkholm;1605;['Polish', 'Livonia', 'Swedish', 'Riga', 'Kirkholm', 'Polish', 'Swedes'];1st Polish Swedish War;Poland;Sweden;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p360;;
Kirkincliffe1306;United Kingdom;56.1369031;-3.9647576;534;Kirkincliffe;1306;['Stirling'];Rise of Robert the Bruce;England;Scotland;;;;Land;;Battle followed by massacre;;;
Kirksville1862;United States;40.1947539;-92.5832496;534;Kirksville;1862;['Missouri', 'Pea Ridge', 'Kirksville', 'Adair County'];American Civil War;United States;Confederate States of America;;;1;Land;;No;;;
Kirovograd1944;Ukraine;48.507933;32.262317;534;Kirovograd;1944;['Russian', 'Dnieper', 'German', 'Russians', 'Korsun'];World War II;USSR;Germany;;;5;Land;;No;;;
Kissingen1866;Germany;50.2007337;10.080392;535;Kissingen;1866;['German', 'Prussian', 'Prussian', 'Hammelburg'];Seven Weeks War;Prussia;Bavaria;;;;Land;;No;;;
Kizil-Tepe1877;Turkey;40.6034622;43.4247972;535;Kizil-Tepe;1877;['Russo', 'Russian', 'Turkish', 'Subatan', 'Russians'];Russo-Turkish Wars;Ottoman Empire;Russia;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p594. Ottoman Empire is given the victory since the later Russian capture of Kars is recorded elsewhere in the dataset;;
Kleck1506;Belarus;53.0637214;26.6392615;535;Kleck;1506;['Polish', 'Lithuania', 'Minsk', 'Nieswiez', 'Belorus', 'Poland'];Polish Crimean Tatar Wars;Poland;Crimean Tatars;;;2;Land;;No;;;
Kleinfontein1901;South Africa;-26.1857611;28.3290267;535;Kleinfontein;1901;['Kleinfontein', 'British'];2nd Anglo-Boer War;United Kingdom;Transvaal;;;1;Land;;No;;1;
Klissova1826;Greece;38.3365613;21.4161672;535;Klissova;1826;['Turkish', 'Sphakteria', 'Greek'];Greek War of Independence;Greek Rebels;Ottoman Empire;;;1;Land;;No;;;
Kliszow1702;Poland;50.6166004;20.5229896;535;Kliszow;1702;['Sweden', 'Russians', 'Narva', 'Poland', 'Warsaw', 'Katowice', 'Polish', 'Cracow'];2nd Great Northern War;Sweden;Poland, Saxony;;;3;Land;;No;The Field and the Forge: Population, Production and Power in the Pre Industrial West, John Landers, Oxford 2003, p387;;
Klokotnitsa1230;Bulgaria;41.9920967;25.4964497;535;Klokotnitsa;1230;['Bulgarian', 'Latin', 'Bulgaria', 'Bulgaria'];Bulgarian Imperial Wars;Bulgarian Empire;Byzantine Nicea;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p199;;
Klontal1799;Switzerland;47.0261538;8.9222352;Clodfelter, p108;Klontal;1799;;French Revolutionary War (2nd Coalition);Russia;France;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p108;;
Kloster-Kamp1760;Germany;51.50253;6.5162;536;Kloster-Kamp;1760;['French', 'Warburg', 'Rheinberg', 'Prussian'];Seven Years War;France;United Kingdom, Prussia;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p447;;
Klushino1610;Russia;55.6689695;35.0469661;536;Klushino;1610;['Russian', 'Poland', 'Russia', 'Swedish', 'Swedish', 'Polish', 'Smolensk', 'Poles', 'Moscow'];Russian Time of Troubles;Poland;Sweden, Russia;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p373;;
